dateTime,priceFr,priceBe,genForecast,systemLoad,weekDay
1/5/2015 22:00,48.7,48.7,78798,73558,0
1/5/2015 23:00,46.06,46.06,79855,76611,0
1/6/2015 0:00,45.56,45.56,76676,73171,1
1/6/2015 1:00,40.28,40.28,75079,67115,1
1/6/2015 2:00,39.2,39.2,74401,67008,1
1/6/2015 3:00,36.22,36.22,72354,64116,1
1/6/2015 4:00,34.04,34.04,71382,62565,1
1/6/2015 5:00,38.58,38.58,73337,63431,1
1/6/2015 6:00,43.32,43.32,77570,66889,1
1/6/2015 7:00,50,50,82322,75018,1
1/6/2015 8:00,49.53,49.53,84811,81774,1
1/6/2015 9:00,50.87,50.87,85858,81068,1
1/6/2015 10:00,50.86,50.86,85803,80621,1
1/6/2015 11:00,50.17,50.17,85363,79719,1
1/6/2015 12:00,47.97,47.97,85266,79651,1
1/6/2015 13:00,45.2,45.2,83972,79751,1
1/6/2015 14:00,41.45,41.45,82876,76656,1
1/6/2015 15:00,40.08,40.08,81666,74163,1
1/6/2015 16:00,43.62,43.62,81066,74139,1
1/6/2015 17:00,48.55,48.55,84028,74956,1
1/6/2015 18:00,52.32,52.32,86776,80094,1
1/6/2015 19:00,53.1,53.1,87887,83465,1
1/6/2015 20:00,48.78,48.78,84698,80915,1
1/6/2015 21:00,43.91,43.91,81498,75052,1
1/6/2015 22:00,44.58,44.58,80467,72079,1
1/6/2015 23:00,45.73,45.73,80992,75125,1
1/7/2015 0:00,40,40,76880,73168,2
1/7/2015 1:00,36.69,36.69,74358,68322,2
1/7/2015 2:00,37.45,37.45,73306,68500,2
1/7/2015 3:00,32.08,32.08,70805,65218,2
1/7/2015 4:00,29.48,29.48,70104,63194,2
1/7/2015 5:00,34.94,34.94,71954,63246,2
1/7/2015 6:00,41.74,41.74,76768,66940,2
1/7/2015 7:00,49.17,49.17,82733,74624,2
1/7/2015 8:00,54.44,54.44,86577,79131,2
1/7/2015 9:00,50.99,50.99,86620,80901,2
1/7/2015 10:00,50,50,87398,81264,2
1/7/2015 11:00,51.22,51.22,87237,79949,2
1/7/2015 12:00,50.15,50.15,87103,81163,2
1/7/2015 13:00,51.46,51.46,86632,80954,2
1/7/2015 14:00,50.88,50.88,85437,78302,2
1/7/2015 15:00,48,48,84146,74490,2
1/7/2015 16:00,47.14,47.14,83023,73371,2
1/7/2015 17:00,51.07,51.07,84537,73532,2
1/7/2015 18:00,52.46,52.46,86737,78750,2
1/7/2015 19:00,48.78,48.78,87361,81437,2
1/7/2015 20:00,47.45,47.45,84574,78673,2
1/7/2015 21:00,42.02,42.02,81820,73210,2
1/7/2015 22:00,45.57,45.57,80363,68967,2
1/7/2015 23:00,45.6,45.6,81362,72019,2
1/8/2015 0:00,43.88,43.88,78973,70173,3
1/8/2015 1:00,35.65,35.65,76353,67435,3
1/8/2015 2:00,35.87,35.87,76062,67623,3
1/8/2015 3:00,30.17,30.17,73532,64562,3
1/8/2015 4:00,24.54,24.54,73019,63116,3
1/8/2015 5:00,32,32,73017,62891,3
1/8/2015 6:00,40.96,40.96,78897,66366,3
1/8/2015 7:00,49.53,49.53,85260,74926,3
1/8/2015 8:00,48.07,48.07,87455,80525,3
1/8/2015 9:00,48.75,48.75,87699,79723,3
1/8/2015 10:00,49.29,49.29,88139,77856,3
1/8/2015 11:00,49.33,49.33,88731,76089,3
1/8/2015 12:00,48.43,48.43,88572,76531,3
1/8/2015 13:00,47.21,47.21,88118,75652,3
1/8/2015 14:00,43.47,51.4,86395,72924,3
1/8/2015 15:00,38.27,40.5,84390,70745,3
1/8/2015 16:00,41.07,41.1,84121,70270,3
1/8/2015 17:00,47.97,54.5,85971,71512,3
1/8/2015 18:00,51.25,51.25,87402,76209,3
1/8/2015 19:00,50.31,50.31,87139,78146,3
1/8/2015 20:00,47.97,47.97,84044,74681,3
1/8/2015 21:00,40.5,40.5,81092,69308,3
1/8/2015 22:00,43.8,43.8,79308,64596,3
1/8/2015 23:00,44.05,44.05,79577,68364,3
1/9/2015 0:00,32.06,32.28,77770,66564,4
1/9/2015 1:00,29.71,29.71,74821,61272,4
1/9/2015 2:00,28.53,28.97,74395,61065,4
1/9/2015 3:00,23.75,25.12,70779,57726,4
1/9/2015 4:00,16.05,25.46,70067,55329,4
1/9/2015 5:00,21.44,25.84,71372,56210,4
1/9/2015 6:00,31.86,31.86,76828,60703,4
1/9/2015 7:00,44,44,82623,68320,4
1/9/2015 8:00,45.82,45.82,85369,72907,4
1/9/2015 9:00,45.59,47.16,85611,72352,4
1/9/2015 10:00,42.52,42.52,84988,71171,4
1/9/2015 11:00,41.57,43,84789,70138,4
1/9/2015 12:00,41.01,41.01,84155,69190,4
1/9/2015 13:00,39.24,40,83061,69484,4
1/9/2015 14:00,36.29,39.94,80873,66560,4
1/9/2015 15:00,29.47,39.96,78821,64705,4
1/9/2015 16:00,30.09,39.96,78750,63080,4
1/9/2015 17:00,35.43,52.44,79505,63555,4
1/9/2015 18:00,41,41,82205,67970,4
1/9/2015 19:00,38.95,38.95,82399,69738,4
1/9/2015 20:00,32.53,36.51,79353,65600,4
1/9/2015 21:00,26.69,34.6,75975,61997,4
1/9/2015 22:00,26.56,31.09,74522,59037,4
1/9/2015 23:00,25.26,29.46,76102,61947,4
1/10/2015 0:00,19.04,25.88,72138,60118,5
1/10/2015 1:00,15.96,25.78,69129,55031,5
1/10/2015 2:00,13.7,25.5,68170,54804,5
1/10/2015 3:00,11.01,25.34,65190,51298,5
1/10/2015 4:00,9.08,25.24,64399,48717,5
1/10/2015 5:00,9.28,21.6,63504,48198,5
1/10/2015 6:00,11.76,11.76,63704,49871,5
1/10/2015 7:00,15.84,29.39,66027,51359,5
1/10/2015 8:00,16.93,32.32,68609,53404,5
1/10/2015 9:00,18.11,39.64,69644,54805,5
1/10/2015 10:00,19.19,47.01,71202,57654,5
1/10/2015 11:00,19.25,51.05,71697,58583,5
1/10/2015 12:00,20.47,52.58,72874,59978,5
1/10/2015 13:00,18.21,48.61,71902,61741,5
1/10/2015 14:00,16.21,35.76,69184,57222,5
1/10/2015 15:00,11.34,36.17,67980,54489,5
1/10/2015 16:00,14.15,39.94,67398,53805,5
1/10/2015 17:00,18.64,47.04,68500,54842,5
1/10/2015 18:00,24.45,59.94,72619,60768,5
1/10/2015 19:00,27.75,42,73774,62895,5
1/10/2015 20:00,24.56,35.42,71688,59974,5
1/10/2015 21:00,18.75,35,68970,56944,5
1/10/2015 22:00,25.81,34.96,67991,54454,5
1/10/2015 23:00,27.67,32.91,69798,59042,5
1/11/2015 0:00,26.95,26.95,68178,58219,6
1/11/2015 1:00,24.22,24.22,66169,54139,6
1/11/2015 2:00,27.08,27.08,64295,53845,6
1/11/2015 3:00,20.91,23.44,61598,49989,6
1/11/2015 4:00,13.09,23.56,59503,47569,6
1/11/2015 5:00,16.41,23.91,60685,46411,6
1/11/2015 6:00,18.72,23.9,61697,47103,6
1/11/2015 7:00,17.21,17.21,62933,48283,6
1/11/2015 8:00,21.2,25.08,64412,49770,6
1/11/2015 9:00,25.96,25.96,67078,50656,6
1/11/2015 10:00,28.83,28.83,69335,54161,6
1/11/2015 11:00,30.73,32.43,71487,56690,6
1/11/2015 12:00,31.8,31.8,72884,59336,6
1/11/2015 13:00,30.37,31,72253,62078,6
1/11/2015 14:00,23.39,31,68555,56835,6
1/11/2015 15:00,12.7,31,66995,54342,6
1/11/2015 16:00,18.49,30,66199,53529,6
1/11/2015 17:00,25.81,45,68149,55300,6
1/11/2015 18:00,35.48,50,72548,61972,6
1/11/2015 19:00,42,42,75825,65903,6
1/11/2015 20:00,36.08,36.08,74925,64433,6
1/11/2015 21:00,31.8,34.06,73199,62270,6
1/11/2015 22:00,33,33,73304,59840,6
1/11/2015 23:00,32.19,32.19,73950,63551,6
1/12/2015 0:00,27.59,27.59,70627,62232,0
1/12/2015 1:00,26.81,26.81,68860,58184,0
1/12/2015 2:00,25.75,25.75,68005,58926,0
1/12/2015 3:00,17.86,25.77,66338,55448,0
1/12/2015 4:00,15.16,19.91,66124,53366,0
1/12/2015 5:00,19.84,19.84,67889,54716,0
1/12/2015 6:00,33.98,33.98,73473,58914,0
1/12/2015 7:00,45.51,45.51,80114,66915,0
1/12/2015 8:00,48.06,48.06,83132,72292,0
1/12/2015 9:00,46.2,46.2,84036,72511,0
1/12/2015 10:00,45,45,84311,72780,0
1/12/2015 11:00,45.38,45.38,84248,72547,0
1/12/2015 12:00,42.49,42.49,84443,72998,0
1/12/2015 13:00,41.53,41.53,83466,73468,0
1/12/2015 14:00,36.31,39,81064,69718,0
1/12/2015 15:00,32.37,39,79103,67472,0
1/12/2015 16:00,33.53,39.94,78243,66191,0
1/12/2015 17:00,41.31,48,80172,67458,0
1/12/2015 18:00,47.89,47.89,83334,73221,0
1/12/2015 19:00,48.42,48.42,84843,76878,0
1/12/2015 20:00,41.89,41.89,81496,73505,0
1/12/2015 21:00,35.24,37.88,78860,68538,0
1/12/2015 22:00,37.44,37.44,78136,64749,0
1/12/2015 23:00,35,35,78483,67784,0
1/13/2015 0:00,33.04,33.04,76288,65066,1
1/13/2015 1:00,26.56,26.56,73871,60518,1
1/13/2015 2:00,26.29,26.29,73732,60474,1
1/13/2015 3:00,17.44,25.04,72168,57222,1
1/13/2015 4:00,11.26,24.99,71151,55396,1
1/13/2015 5:00,22.29,25.39,72160,56329,1
1/13/2015 6:00,33.78,33.78,77458,59907,1
1/13/2015 7:00,44.94,44.94,83167,68283,1
1/13/2015 8:00,49.04,49.04,85231,74214,1
1/13/2015 9:00,49.64,49.64,85360,73594,1
1/13/2015 10:00,48.1,55.95,85086,73168,1
1/13/2015 11:00,46.95,60.01,84885,72471,1
1/13/2015 12:00,46.04,46.04,84747,72582,1
1/13/2015 13:00,43.38,49.74,83588,73107,1
1/13/2015 14:00,36.48,44.89,81760,69949,1
1/13/2015 15:00,33.05,47.93,80092,67572,1
1/13/2015 16:00,34.13,46.98,80302,67183,1
1/13/2015 17:00,43.03,54.94,81843,68216,1
1/13/2015 18:00,49.22,49.22,84444,73024,1
1/13/2015 19:00,46.38,46.38,84257,76033,1
1/13/2015 20:00,42.44,42.44,81823,73181,1
1/13/2015 21:00,33.36,34.06,78283,67791,1
1/13/2015 22:00,33.97,33.97,76802,64761,1
1/13/2015 23:00,31.39,31.39,77386,67737,1
1/14/2015 0:00,34.58,34.58,76224,66028,2
1/14/2015 1:00,29.67,29.67,73748,60860,2
1/14/2015 2:00,27.49,27.49,73453,60990,2
1/14/2015 3:00,21.3,26.13,70169,57768,2
1/14/2015 4:00,15.59,25.98,69694,55854,2
1/14/2015 5:00,18.9,28.45,71503,56316,2
1/14/2015 6:00,34.78,34.78,76557,60643,2
1/14/2015 7:00,48,48,82374,68882,2
1/14/2015 8:00,47.79,47.79,84719,73987,2
1/14/2015 9:00,48.14,48.14,84732,74841,2
1/14/2015 10:00,45.5,45.5,84921,74476,2
1/14/2015 11:00,45.03,45.03,85000,73686,2
1/14/2015 12:00,45.5,45.5,84993,74395,2
1/14/2015 13:00,40.81,40.81,83856,74639,2
1/14/2015 14:00,42.04,42.04,81818,71756,2
1/14/2015 15:00,38.94,38.94,80409,68830,2
1/14/2015 16:00,41.15,41.15,79711,67678,2
1/14/2015 17:00,48.93,50,81869,68793,2
1/14/2015 18:00,50.99,50.99,84416,74090,2
1/14/2015 19:00,50.94,50.94,85435,76771,2
1/14/2015 20:00,44.99,44.99,82222,73363,2
1/14/2015 21:00,38.62,38.62,79531,68501,2
1/14/2015 22:00,39.54,39.54,78367,64756,2
1/14/2015 23:00,38.92,38.92,79113,67783,2
1/15/2015 0:00,30.44,30.44,76707,65816,3
1/15/2015 1:00,24.91,24.91,74055,61939,3
1/15/2015 2:00,22.67,25.49,73538,62011,3
1/15/2015 3:00,16.87,25.43,71057,58712,3
1/15/2015 4:00,15.43,25.47,69794,57027,3
1/15/2015 5:00,16.05,19.07,71501,57176,3
1/15/2015 6:00,32.33,32.33,76850,61161,3
1/15/2015 7:00,48.62,50.66,83093,69260,3
1/15/2015 8:00,49.01,49.01,85744,74683,3
1/15/2015 9:00,47.58,51.64,85075,74040,3
1/15/2015 10:00,45.94,51.1,85452,72996,3
1/15/2015 11:00,46.54,55.96,85464,72319,3
1/15/2015 12:00,45.46,51.68,85045,72694,3
1/15/2015 13:00,42.94,55.28,83759,72460,3
1/15/2015 14:00,38.18,55.12,82335,68883,3
1/15/2015 15:00,35.54,52.67,80259,67167,3
1/15/2015 16:00,35.68,44.94,80142,66142,3
1/15/2015 17:00,41.66,66.1,81790,67929,3
1/15/2015 18:00,50.45,50.45,85291,73285,3
1/15/2015 19:00,49.47,49.47,86145,75636,3
1/15/2015 20:00,42.98,42.98,82775,71861,3
1/15/2015 21:00,35.42,38,78981,66924,3
1/15/2015 22:00,35.49,35.65,77795,62759,3
1/15/2015 23:00,34.75,34.75,78259,66300,3
1/16/2015 0:00,35.95,35.95,72902,64277,4
1/16/2015 1:00,30.86,30.86,70093,59065,4
1/16/2015 2:00,29.47,29.47,69655,59062,4
1/16/2015 3:00,24.74,24.8,67890,55770,4
1/16/2015 4:00,22.95,25.4,66954,53872,4
1/16/2015 5:00,29.58,29.58,67828,54786,4
1/16/2015 6:00,39.73,39.73,72311,59429,4
1/16/2015 7:00,49.49,49.49,79168,66439,4
1/16/2015 8:00,50.71,50.71,82673,72131,4
1/16/2015 9:00,48.98,48.98,82806,71513,4
1/16/2015 10:00,50.54,50.54,82862,71730,4
1/16/2015 11:00,49.76,49.76,83158,72056,4
1/16/2015 12:00,48.43,48.43,83382,71897,4
1/16/2015 13:00,46.17,46.17,83274,71998,4
1/16/2015 14:00,44.99,44.99,82017,69104,4
1/16/2015 15:00,44.05,44.05,81774,67409,4
1/16/2015 16:00,47.1,47.1,82538,65976,4
1/16/2015 17:00,52.49,52.49,84294,67884,4
1/16/2015 18:00,53.54,53.54,86415,73099,4
1/16/2015 19:00,48.02,48.02,84907,75405,4
1/16/2015 20:00,41.51,41.51,81905,71090,4
1/16/2015 21:00,37.92,38.66,78581,67402,4
1/16/2015 22:00,40.64,40.64,77544,64339,4
1/16/2015 23:00,43.18,43.18,78083,67721,4
1/17/2015 0:00,36.54,36.54,74208,65930,5
1/17/2015 1:00,33.17,33.17,71146,60935,5
1/17/2015 2:00,32.26,32.26,70543,60917,5
1/17/2015 3:00,27.92,27.92,68578,57735,5
1/17/2015 4:00,27.05,27.05,68251,55521,5
1/17/2015 5:00,27.24,27.24,69072,55437,5
1/17/2015 6:00,27.41,27.41,69526,57790,5
1/17/2015 7:00,33.17,33.17,71683,59998,5
1/17/2015 8:00,41.99,41.99,74445,63310,5
1/17/2015 9:00,47.44,47.44,76639,64922,5
1/17/2015 10:00,46.57,46.57,77955,67744,5
1/17/2015 11:00,43.39,43.39,77818,68089,5
1/17/2015 12:00,43,43,77648,68985,5
1/17/2015 13:00,38.08,38.08,77174,70075,5
1/17/2015 14:00,34.5,34.5,74774,65398,5
1/17/2015 15:00,31.27,33,72800,62714,5
1/17/2015 16:00,33.84,33.84,73448,61289,5
1/17/2015 17:00,42.44,42.44,75594,63188,5
1/17/2015 18:00,45.84,45.84,77747,69977,5
1/17/2015 19:00,46.43,46.43,79093,72563,5
1/17/2015 20:00,39.96,39.96,77220,69620,5
1/17/2015 21:00,32.6,32.6,74404,66586,5
1/17/2015 22:00,37.78,37.78,74394,63910,5
1/17/2015 23:00,37.78,37.78,76258,68783,5
1/18/2015 0:00,36.24,36.24,74767,67841,6
1/18/2015 1:00,33.8,33.8,72060,63992,6
1/18/2015 2:00,28.75,28.75,71574,63700,6
1/18/2015 3:00,27.57,27.57,69075,60203,6
1/18/2015 4:00,24.34,24.34,69013,57661,6
1/18/2015 5:00,25.68,25.68,69637,56726,6
1/18/2015 6:00,28.79,28.79,70186,57588,6
1/18/2015 7:00,31.41,31.41,71070,59206,6
1/18/2015 8:00,33,33,72715,61037,6
1/18/2015 9:00,37.23,37.23,74185,61860,6
1/18/2015 10:00,39.07,39.07,76412,64644,6
1/18/2015 11:00,42.44,42.44,76971,66134,6
1/18/2015 12:00,43.33,43.33,77467,67379,6
1/18/2015 13:00,38.25,38.25,76914,68867,6
1/18/2015 14:00,33.88,36.85,73656,63150,6
1/18/2015 15:00,29.91,36.85,71488,60501,6
1/18/2015 16:00,30.44,38,71272,59004,6
1/18/2015 17:00,38.42,50,73391,61008,6
1/18/2015 18:00,48.95,53.67,77314,66710,6
1/18/2015 19:00,51.02,51.02,79424,70715,6
1/18/2015 20:00,50.62,50.62,78250,69422,6
1/18/2015 21:00,42.44,42.44,76504,67410,6
1/18/2015 22:00,44.94,44.94,76786,64493,6
1/18/2015 23:00,42.51,42.51,77184,68467,6
1/19/2015 0:00,38.24,38.24,73442,66938,0
1/19/2015 1:00,34.9,34.9,71145,64533,0
1/19/2015 2:00,33.04,33.04,70967,65316,0
1/19/2015 3:00,29.53,29.53,70268,62249,0
1/19/2015 4:00,28.07,28.07,70455,60217,0
1/19/2015 5:00,31.17,31.17,71694,61577,0
1/19/2015 6:00,42.87,42.87,77645,66204,0
1/19/2015 7:00,52.07,52.07,83278,74151,0
1/19/2015 8:00,56.49,56.49,86688,80339,0
1/19/2015 9:00,52.38,52.38,86674,80908,0
1/19/2015 10:00,52.34,52.34,86580,82020,0
1/19/2015 11:00,50.68,50.68,86526,81959,0
1/19/2015 12:00,49.31,49.31,86091,82571,0
1/19/2015 13:00,48.84,48.84,86147,82561,0
1/19/2015 14:00,47.72,47.72,85514,79384,0
1/19/2015 15:00,47.43,47.43,83904,77344,0
1/19/2015 16:00,48.19,48.19,84087,76269,0
1/19/2015 17:00,52.16,52.16,84991,77502,0
1/19/2015 18:00,64.7,64.7,86997,82145,0
1/19/2015 19:00,54.91,54.91,87741,85657,0
1/19/2015 20:00,51.04,51.04,85124,82184,0
1/19/2015 21:00,44.36,44.36,81350,77309,0
1/19/2015 22:00,49.5,49.5,80003,73045,0
1/19/2015 23:00,49.86,49.86,80208,76514,0
1/20/2015 0:00,43.02,43.02,78120,73727,1
1/20/2015 1:00,41.33,41.33,75982,69229,1
1/20/2015 2:00,42.02,42.02,75964,70033,1
1/20/2015 3:00,36.28,36.28,74493,66997,1
1/20/2015 4:00,33.41,33.41,73635,65185,1
1/20/2015 5:00,38.71,38.71,75513,66262,1
1/20/2015 6:00,44.67,44.67,80310,70313,1
1/20/2015 7:00,53.39,53.39,85335,77650,1
1/20/2015 8:00,58.88,58.88,87805,83706,1
1/20/2015 9:00,58.8,58.8,88302,83839,1
1/20/2015 10:00,57.34,57.34,88722,84452,1
1/20/2015 11:00,57.46,57.46,88801,84059,1
1/20/2015 12:00,53.53,53.53,88241,84161,1
1/20/2015 13:00,52.93,52.93,87433,83951,1
1/20/2015 14:00,52.38,52.38,86572,80634,1
1/20/2015 15:00,52.1,52.1,85728,78091,1
1/20/2015 16:00,51.04,51.04,85950,77357,1
1/20/2015 17:00,58.55,58.55,87248,78141,1
1/20/2015 18:00,66.65,66.65,88542,82630,1
1/20/2015 19:00,56.02,56.02,88713,86166,1
1/20/2015 20:00,50.09,50.09,86481,83188,1
1/20/2015 21:00,42.73,42.73,83378,78182,1
1/20/2015 22:00,46.75,46.75,81899,74713,1
1/20/2015 23:00,45.53,45.53,82080,78115,1
1/21/2015 0:00,44.8,44.8,79237,76133,2
1/21/2015 1:00,44.15,44.15,78198,71539,2
1/21/2015 2:00,44.15,44.15,77219,72826,2
1/21/2015 3:00,38.99,38.99,75633,69656,2
1/21/2015 4:00,37.68,37.68,74561,67545,2
1/21/2015 5:00,39.52,39.52,75865,68057,2
1/21/2015 6:00,44.78,44.78,79864,72028,2
1/21/2015 7:00,54.12,54.12,85178,79098,2
1/21/2015 8:00,58.39,58.39,87674,83848,2
1/21/2015 9:00,61.72,61.72,87855,84898,2
1/21/2015 10:00,61.34,61.34,88334,85423,2
1/21/2015 11:00,62.08,62.08,87959,84632,2
1/21/2015 12:00,55.73,55.73,87141,85073,2
1/21/2015 13:00,52.6,52.6,86272,84395,2
1/21/2015 14:00,48,48,84989,81288,2
1/21/2015 15:00,50,50,84073,78428,2
1/21/2015 16:00,51.02,51.02,83769,77102,2
1/21/2015 17:00,55.47,55.47,85319,77659,2
1/21/2015 18:00,59.82,59.82,87836,82517,2
1/21/2015 19:00,57.66,57.66,88615,85637,2
1/21/2015 20:00,50.25,50.25,86208,82574,2
1/21/2015 21:00,45,45,83007,77785,2
1/21/2015 22:00,42,42,81665,73814,2
1/21/2015 23:00,43.96,43.96,80985,77225,2
1/22/2015 0:00,43.57,43.57,77967,75174,3
1/22/2015 1:00,42.24,42.24,76037,70498,3
1/22/2015 2:00,39.5,39.5,76072,71948,3
1/22/2015 3:00,35.51,35.51,73847,68665,3
1/22/2015 4:00,35.31,35.31,72652,67019,3
1/22/2015 5:00,41.55,41.55,73707,67734,3
1/22/2015 6:00,45.48,45.48,78638,71604,3
1/22/2015 7:00,53.41,53.41,83846,78722,3
1/22/2015 8:00,59.66,59.66,86179,83701,3
1/22/2015 9:00,61.57,61.57,86909,83682,3
1/22/2015 10:00,63.27,63.27,87509,83895,3
1/22/2015 11:00,61.45,61.45,87022,83577,3
1/22/2015 12:00,55.35,55.35,86689,84104,3
1/22/2015 13:00,54.01,54.01,86309,83757,3
1/22/2015 14:00,51.54,51.54,85213,80676,3
1/22/2015 15:00,49.99,49.99,84573,78463,3
